N,P,K,temperature,humidity,ph,rainfall,label
50.98,48.11,50.18,33.41,91.86,6.88,131.12,papaya
49.76,39.56,43.85,35.15,94.96,7.18,169.36,papaya
53.77,43.82,52.47,36.72,93.12,6.7,132.24,papaya
63.74,49.52,53.4,35.37,93.56,6.59,142.88,papaya
52.26,37.75,47.96,35.73,94.85,6.65,127.19,papaya
55.26,44.49,45.34,34.66,92.24,7.4,129.31,papaya
58.78,35.67,45.89,34.54,92.14,7.22,165.42,papaya
46.03,48.23,46.05,34.15,91.0,6.63,143.32,papaya
50.46,43.15,49.6,35.88,93.29,6.46,185.5,papaya
59.36,50.04,45.03,36.11,94.32,6.33,132.33,papaya
55.08,39.91,51.76,35.78,90.25,6.17,114.74,papaya
46.75,46.36,53.98,35.05,92.74,6.0,159.64,papaya
52.21,43.89,51.92,34.5,94.46,6.05,183.79,papaya
48.13,46.62,47.06,33.79,95.13,6.16,104.39,papaya
63.28,41.95,50.91,34.24,94.74,7.51,108.76,papaya
47.75,47.97,44.4,34.79,90.47,7.39,189.92,papaya
57.25,41.68,47.7,37.65,91.94,6.04,166.23,papaya
45.01,45.8,49.93,35.34,92.04,7.32,114.37,papaya
64.37,42.43,45.48,36.63,91.56,7.46,105.34,papaya
45.17,36.78,46.48,37.29,94.72,6.58,132.07,papaya
62.14,48.79,49.86,34.34,94.72,7.15,110.5,papaya
54.85,40.65,43.09,33.86,94.35,6.45,178.58,papaya
47.89,43.34,53.65,36.52,92.05,7.06,130.96,papaya
46.35,37.5,54.85,32.86,94.5,6.24,169.39,papaya
56.61,46.42,51.71,36.54,93.79,6.73,159.48,papaya
49.01,42.85,54.62,36.83,93.76,6.07,150.22,papaya
62.49,37.46,48.8,33.09,93.48,6.7,160.36,papaya
57.14,41.08,44.12,35.67,94.64,6.47,132.21,papaya
45.27,40.92,52.93,33.81,90.44,6.43,150.73,papaya
52.83,44.43,49.85,37.14,93.04,6.81,161.91,papaya
47.2,38.45,47.72,33.23,92.72,6.24,165.52,papaya
58.97,42.14,51.98,33.71,91.14,6.61,190.28,papaya
52.75,40.83,44.94,33.97,94.37,7.0,173.63,papaya
54.41,48.61,53.25,35.12,94.44,6.82,105.22,papaya
56.49,41.5,47.52,34.86,91.35,6.05,147.75,papaya
56.49,49.89,46.46,35.65,94.02,6.7,153.54,papaya
56.06,44.66,49.26,33.9,89.85,6.4,162.34,papaya
64.18,36.19,53.02,37.27,94.68,6.82,101.2,papaya
56.72,42.9,52.45,33.62,93.72,7.43,197.35,papaya
54.6,43.96,49.47,34.77,92.05,6.95,188.2,papaya
50.81,42.52,45.72,33.29,93.15,7.28,118.75,papaya
60.3,37.1,45.63,34.67,94.69,6.41,126.31,papaya
56.81,41.69,49.27,36.8,91.01,6.27,165.77,papaya
45.81,43.77,53.52,37.22,93.92,7.3,198.66,papaya
53.61,41.87,52.31,37.39,94.66,6.06,133.9,papaya
51.21,40.37,49.11,37.08,94.27,7.38,136.14,papaya
48.79,47.67,51.96,36.75,92.75,7.28,100.28,papaya
59.85,45.41,48.82,33.27,94.33,6.59,128.88,papaya
51.25,47.16,49.01,36.94,92.02,6.2,147.41,papaya
61.65,49.23,44.94,32.71,94.71,7.08,169.21,papaya
56.16,45.39,45.24,36.47,94.56,6.33,162.75,papaya
62.74,41.27,51.5,34.54,92.68,7.23,143.13,papaya
51.16,48.75,51.81,36.78,90.13,6.3,132.02,papaya
46.9,44.07,45.8,36.07,92.94,7.19,157.2,papaya
44.69,36.52,52.27,37.92,92.89,6.04,104.33,papaya
46.49,39.99,45.15,36.98,94.85,6.24,148.14,papaya
54.61,46.93,49.55,33.81,90.91,6.17,186.01,papaya
65.63,36.05,49.46,37.11,94.81,7.11,157.17,papaya
49.9,38.49,48.34,36.46,93.83,7.16,119.79,papaya
47.82,42.06,51.34,34.87,91.38,6.98,161.87,papaya
63.16,45.95,51.7,34.53,91.41,6.52,154.86,papaya
55.46,43.29,45.31,33.62,91.1,7.35,121.28,papaya
56.8,42.43,50.64,34.17,94.71,7.51,175.68,papaya
55.64,47.58,51.21,34.63,94.23,6.13,108.7,papaya
54.38,41.39,51.35,35.36,93.92,7.09,193.93,papaya
46.19,45.05,51.45,37.29,94.28,6.47,116.05,papaya
61.74,39.47,43.9,36.32,94.72,7.37,140.9,papaya
54.1,38.75,43.83,36.39,90.91,6.8,116.5,papaya
55.38,41.22,46.69,37.55,91.19,6.07,158.42,papaya
61.33,48.8,54.43,35.18,91.07,6.36,170.12,papaya
59.75,38.82,45.75,34.2,90.56,6.9,148.32,papaya
64.46,37.8,50.17,37.84,92.71,6.78,193.35,papaya
62.05,47.74,44.86,34.71,94.6,7.29,104.76,papaya
53.9,42.93,47.09,33.88,93.81,6.87,119.03,papaya
51.15,42.98,45.44,33.38,91.35,6.94,189.43,papaya
61.57,44.23,44.63,35.02,94.09,6.49,110.11,papaya
58.0,46.03,44.97,35.32,91.2,6.88,152.68,papaya
58.65,46.99,52.55,36.54,91.71,6.9,185.44,papaya
62.85,42.36,50.22,33.3,91.44,6.3,178.6,papaya
45.31,38.95,49.06,35.29,94.55,6.45,181.63,papaya
60.32,35.94,49.48,36.48,91.16,6.45,164.93,papaya
61.63,42.94,46.86,34.72,91.52,6.98,97.67,papaya
62.36,48.42,45.58,33.9,94.32,7.11,104.3,papaya
49.11,41.2,48.84,36.1,92.45,7.45,139.85,papaya
48.53,44.03,50.89,35.45,94.91,6.96,168.06,papaya
56.0,49.68,45.86,36.85,91.72,6.25,105.71,papaya
49.48,43.02,55.32,38.04,90.88,7.01,98.93,papaya
62.06,44.15,47.27,35.35,90.49,6.24,126.08,papaya
62.12,45.0,51.03,36.01,91.0,6.08,134.72,papaya
54.46,47.03,47.29,33.25,92.53,6.32,204.63,papaya
61.94,38.4,52.78,37.25,92.61,7.04,191.25,papaya
48.2,43.64,49.23,36.47,93.89,6.69,195.21,papaya
61.71,46.89,47.23,36.37,91.56,6.85,152.73,papaya
58.61,38.65,50.91,37.72,94.51,6.59,121.7,papaya
52.3,38.26,52.18,35.46,90.89,6.44,132.15,papaya
64.04,48.82,55.1,35.65,93.22,7.41,109.35,papaya
53.51,45.58,53.22,36.68,93.26,6.02,147.44,papaya
55.42,39.31,50.97,35.99,91.94,6.38,169.04,papaya
64.6,38.51,45.15,35.88,91.78,7.31,160.25,papaya
54.92,43.04,49.63,32.93,91.48,7.44,191.53,papaya
55.81,43.37,53.37,33.42,90.45,6.68,153.55,papaya
64.66,40.47,47.43,33.65,90.44,6.06,130.13,papaya
63.22,42.45,53.65,34.04,90.6,6.75,151.69,papaya
48.0,44.4,47.29,35.64,92.02,6.84,166.22,papaya
55.84,38.2,54.87,35.38,94.2,7.28,180.13,papaya
54.03,47.53,44.83,34.0,91.05,6.48,146.47,papaya
47.08,44.15,51.83,37.23,93.6,6.63,153.95,papaya
57.42,47.72,49.77,37.47,91.58,6.15,161.01,papaya
56.94,46.17,45.18,35.94,90.4,7.06,174.58,papaya
58.21,40.55,48.06,35.56,93.91,7.2,135.82,papaya
48.24,45.0,52.9,35.25,94.04,7.11,149.7,papaya
52.19,45.18,54.5,36.75,90.73,6.61,136.56,papaya
51.67,48.51,45.89,36.6,90.01,6.39,138.26,papaya
56.75,49.25,47.84,37.27,92.27,6.06,140.42,papaya
61.23,45.3,53.94,35.72,92.74,7.29,106.97,papaya
61.25,42.98,51.24,34.55,93.02,6.36,126.09,papaya
63.27,39.99,44.18,33.74,93.23,7.42,133.9,papaya
47.15,41.77,52.0,35.01,91.59,6.32,176.48,papaya
60.01,38.52,54.67,33.33,90.02,6.93,127.67,papaya
57.78,45.63,55.11,34.83,92.79,6.83,154.41,papaya
52.76,46.64,48.97,35.76,94.42,6.57,134.15,papaya
48.63,35.55,51.43,37.81,91.39,6.93,114.02,papaya
46.23,38.45,53.67,35.96,94.61,6.91,157.98,papaya
62.86,37.77,52.52,37.66,91.91,6.55,146.04,papaya
52.17,35.52,47.0,37.77,92.02,7.24,111.34,papaya
55.05,46.11,49.48,36.35,92.05,7.11,194.0,papaya
48.92,40.83,47.89,35.98,91.78,7.31,198.15,papaya
53.71,40.61,53.76,33.84,90.16,6.39,116.59,papaya
63.29,37.87,51.45,33.76,93.19,7.12,194.39,papaya
61.71,40.7,49.53,33.87,91.89,6.64,162.66,papaya
62.33,39.09,51.21,35.47,94.02,7.0,112.51,papaya
62.45,48.49,47.87,37.87,90.6,6.31,120.58,papaya
50.25,37.09,45.31,34.02,92.83,7.38,193.08,papaya
54.57,46.71,49.28,36.23,94.23,6.21,100.06,papaya
62.36,48.2,54.38,35.65,92.27,7.07,174.31,papaya
59.2,42.09,45.88,35.42,94.37,7.12,117.82,papaya
58.47,49.29,51.43,34.48,94.2,6.31,182.79,papaya
60.66,45.79,47.66,35.01,92.98,7.05,105.64,papaya
47.04,44.79,47.35,36.52,93.41,6.5,180.24,papaya
46.99,36.49,47.28,33.67,92.41,7.21,106.06,papaya
7.1,2.8,33.22,29.17,87.11,5.82,127.23,coconut
12.41,1.08,33.07,28.51,86.04,6.32,145.24,coconut
17.89,0.39,26.84,25.2,91.82,7.5,210.51,coconut
11.27,1.78,32.98,25.98,90.01,6.11,223.26,coconut
8.47,5.76,31.88,27.15,92.78,5.07,298.15,coconut
7.01,2.04,34.42,27.82,87.92,6.28,163.78,coconut
15.12,4.96,29.24,26.69,87.26,5.5,159.54,coconut
6.14,0.77,30.48,28.72,86.2,5.76,194.55,coconut
4.08,0.17,32.81,25.63,88.92,6.9,107.96,coconut
5.7,4.72,28.43,27.63,87.53,6.18,214.13,coconut
3.09,0.88,30.02,26.1,90.81,6.61,264.38,coconut
1.69,7.39,33.25,28.06,89.8,5.1,242.93,coconut
12.56,1.06,30.55,28.97,92.76,6.87,285.64,coconut
4.91,4.98,26.18,27.23,88.96,6.07,195.55,coconut
14.78,8.31,34.64,27.09,92.57,7.0,180.71,coconut
17.84,6.28,32.68,27.67,86.51,6.43,122.22,coconut
10.1,6.28,30.34,25.98,91.87,7.45,288.41,coconut
3.59,2.34,30.99,28.7,88.43,7.01,235.11,coconut
9.71,9.46,30.88,27.92,91.14,7.56,275.16,coconut
18.8,2.81,25.9,25.66,88.37,6.04,121.52,coconut
9.46,3.96,27.59,25.33,94.15,5.58,131.86,coconut
19.42,0.84,28.3,26.47,90.45,5.94,111.51,coconut
18.34,7.57,32.44,27.11,94.13,6.99,178.11,coconut
13.53,0.19,25.84,27.47,88.03,5.9,201.34,coconut
19.84,0.35,32.77,29.15,85.07,7.72,267.73,coconut
16.67,1.09,32.93,26.63,87.83,4.92,231.05,coconut
9.84,8.66,28.72,26.46,88.52,7.47,184.51,coconut
18.59,0.3,30.21,26.42,86.77,6.36,175.94,coconut
11.09,6.17,33.48,29.2,87.0,7.02,298.58,coconut
15.03,10.02,33.03,28.37,87.09,6.06,127.72,coconut
7.64,8.03,29.59,25.69,93.55,6.18,240.1,coconut
13.17,5.12,29.3,29.63,90.37,5.01,249.97,coconut
13.91,7.37,30.87,25.42,90.94,5.61,162.05,coconut
2.66,2.44,31.36,25.86,93.31,6.09,261.87,coconut
10.42,5.56,26.75,26.49,89.71,6.45,276.22,coconut
17.9,2.14,31.86,25.75,86.56,7.29,177.15,coconut
5.1,3.54,28.11,29.31,91.19,7.11,144.44,coconut
17.68,8.32,30.59,25.97,85.87,6.22,158.43,coconut
1.05,7.55,34.3,28.93,89.1,7.58,274.02,coconut
1.52,4.65,30.82,26.96,87.67,5.04,216.42,coconut
1.98,0.0,34.03,29.17,88.64,5.85,260.23,coconut
9.47,4.39,30.93,28.13,93.47,6.93,274.82,coconut
13.25,3.4,34.51,27.52,91.63,5.33,167.5,coconut
13.5,10.24,32.32,29.11,89.94,7.52,273.99,coconut
11.6,5.75,27.97,29.91,89.4,5.11,208.28,coconut
5.19,9.51,28.26,26.57,91.21,6.23,283.41,coconut
14.9,9.52,31.45,27.23,90.52,7.24,290.12,coconut
10.1,10.17,27.99,27.97,92.1,5.08,114.11,coconut
4.91,8.41,32.89,30.08,89.75,8.01,246.18,coconut
7.9,7.23,27.51,27.2,88.4,7.28,233.73,coconut
17.15,8.52,32.24,25.79,93.45,6.35,263.67,coconut
8.28,1.71,29.31,29.15,88.85,6.73,253.78,coconut
8.9,8.34,34.02,28.54,89.21,7.52,287.33,coconut
13.94,9.75,26.98,27.55,90.25,6.12,265.78,coconut
3.24,7.65,31.45,29.52,85.43,5.89,117.26,coconut
17.65,5.03,28.05,26.28,94.58,6.09,138.9,coconut
4.3,6.0,25.96,28.74,89.83,6.59,176.57,coconut
11.71,8.03,28.72,26.02,94.36,6.99,195.91,coconut
8.48,2.87,26.42,29.03,92.02,6.43,215.93,coconut
6.54,6.74,30.04,27.06,87.89,5.24,278.15,coconut
6.56,8.12,33.87,29.49,91.57,6.09,295.76,coconut
8.94,7.2,31.11,25.81,90.19,7.26,202.02,coconut
10.5,8.49,27.28,29.37,88.91,5.63,211.16,coconut
18.45,9.64,31.74,27.57,91.85,5.71,291.6,coconut
19.17,9.05,32.49,29.63,85.76,6.44,190.9,coconut
14.03,8.67,29.92,28.51,92.51,7.48,196.57,coconut
6.81,8.99,27.6,25.54,86.85,5.2,188.33,coconut
13.8,2.47,31.1,26.8,91.2,7.26,135.84,coconut
1.02,8.65,29.52,29.52,88.88,6.32,225.35,coconut
6.48,1.51,26.97,25.48,87.22,7.0,135.88,coconut
11.64,9.82,29.96,27.95,91.31,5.35,152.03,coconut
18.51,6.39,32.91,25.91,92.0,7.35,246.9,coconut
10.68,3.94,27.82,27.82,93.12,6.15,168.81,coconut
9.36,1.53,34.98,27.68,87.38,7.14,127.71,coconut
19.51,7.18,26.35,25.84,85.22,5.38,271.01,coconut
1.38,5.14,31.13,29.38,89.63,5.28,230.47,coconut
18.85,8.36,31.58,28.9,90.07,6.85,227.12,coconut
13.52,3.2,27.64,25.79,87.27,6.21,111.95,coconut
2.76,6.0,33.1,28.26,89.0,5.16,168.42,coconut
0.4,7.32,30.35,28.33,86.52,6.26,119.09,coconut
6.13,7.86,29.26,28.93,92.1,6.49,276.67,coconut
3.92,0.48,32.34,26.43,87.84,6.51,90.0,coconut
14.42,4.88,33.23,29.64,87.84,6.08,214.32,coconut
19.63,4.8,30.6,25.25,91.95,7.36,196.82,coconut
13.8,8.13,28.84,28.7,93.44,7.92,194.17,coconut
15.19,3.6,30.73,25.03,92.72,7.08,176.5,coconut
0.59,5.19,27.59,25.57,91.82,7.95,271.26,coconut
0.0,2.95,26.55,26.31,94.3,7.8,187.67,coconut
9.78,4.98,27.71,26.17,89.27,7.48,225.51,coconut
4.87,7.34,34.11,29.38,89.42,6.9,152.53,coconut
7.37,8.02,28.62,29.33,88.74,5.88,209.41,coconut
19.41,6.2,35.06,29.62,85.79,7.13,189.5,coconut
1.44,6.55,32.27,26.58,90.58,5.44,124.79,coconut
19.4,8.51,28.33,29.13,90.62,5.17,119.35,coconut
11.83,2.06,31.15,27.18,91.61,5.72,144.35,coconut
13.78,8.08,27.81,27.62,88.0,7.28,203.81,coconut
8.47,4.46,31.37,25.51,93.47,7.69,265.04,coconut
6.19,0.27,28.7,27.04,86.39,6.28,124.04,coconut
1.1,9.08,31.62,28.14,89.58,5.67,121.27,coconut
5.39,3.32,32.73,29.48,91.84,5.25,182.27,coconut
16.51,1.89,30.92,26.82,87.53,7.43,277.57,coconut
4.28,3.99,30.17,25.51,90.48,6.15,191.96,coconut
8.43,0.79,28.6,26.7,89.13,5.36,232.39,coconut
13.33,10.1,32.72,27.06,93.39,7.71,150.65,coconut
8.73,2.83,33.75,27.95,87.16,7.42,263.81,coconut
0.02,8.08,29.24,29.53,88.51,7.85,132.84,coconut
16.13,8.18,29.8,28.78,86.82,6.13,117.44,coconut
18.07,5.12,30.87,26.98,92.44,5.69,153.06,coconut
12.22,7.13,34.08,27.65,91.07,7.7,203.05,coconut
4.97,3.67,30.52,28.19,91.18,7.61,176.47,coconut
14.78,1.16,32.85,29.53,86.42,5.94,182.53,coconut
0.45,9.33,27.51,25.13,88.15,7.49,211.72,coconut
1.72,2.42,34.37,25.77,93.84,5.4,143.81,coconut
0.92,6.32,34.24,28.63,88.18,5.73,225.5,coconut
11.5,2.1,32.6,29.43,87.69,5.86,273.55,coconut
15.41,1.79,33.52,27.48,94.22,5.87,211.62,coconut
5.73,1.68,34.75,26.4,89.06,6.33,98.48,coconut
3.06,3.95,29.39,28.26,86.71,6.06,110.24,coconut
18.99,9.89,26.32,28.22,92.69,7.44,122.66,coconut
1.61,9.39,32.56,29.48,93.32,7.04,231.34,coconut
7.15,3.76,27.82,25.22,86.91,5.84,237.29,coconut
5.4,8.67,30.97,29.06,93.72,7.04,118.05,coconut
12.62,1.06,32.86,25.66,87.9,5.3,235.41,coconut
7.54,3.06,34.73,25.72,92.27,7.43,159.78,coconut
6.73,5.03,31.26,29.87,88.36,5.53,202.26,coconut
16.67,1.26,28.64,25.63,90.75,6.03,255.31,coconut
14.32,2.58,32.41,27.28,88.28,5.1,298.44,coconut
13.49,6.05,29.0,28.82,85.45,5.21,239.07,coconut
3.99,9.03,29.88,25.71,91.28,7.86,187.12,coconut
16.39,4.57,33.41,27.5,86.84,6.47,231.64,coconut
4.02,9.31,30.13,27.93,86.41,8.01,109.19,coconut
16.45,4.05,27.24,27.75,91.42,7.89,298.09,coconut
14.44,4.3,34.77,26.65,87.7,5.13,178.95,coconut
3.88,3.93,26.94,28.78,90.49,5.43,202.52,coconut
9.93,1.57,29.25,29.53,92.91,7.44,234.95,coconut
13.22,9.51,27.81,29.06,88.39,5.59,262.98,coconut
2.89,8.81,28.12,25.72,89.12,7.68,135.06,coconut
8.93,1.04,31.47,25.61,88.73,5.16,170.72,coconut
11.46,7.03,33.3,27.97,89.28,7.48,237.9,coconut
10.03,4.32,29.21,25.19,90.74,5.17,126.98,coconut
14.46,3.63,32.89,30.07,85.3,7.45,213.12,coconut
17.85,0.41,28.12,30.02,91.67,7.65,139.19,coconut
5.07,4.53,31.51,25.47,85.81,5.56,242.48,coconut
14.28,6.67,30.39,29.38,86.3,5.18,112.13,coconut
2.06,2.23,31.49,26.27,87.22,5.29,247.32,coconut
9.08,6.55,29.22,28.14,89.23,7.02,249.13,coconut
7.15,4.49,28.57,29.54,93.71,7.06,128.78,coconut
15.95,3.95,34.12,29.89,91.11,7.48,174.45,coconut
5.73,9.06,33.64,29.55,87.54,6.29,245.67,coconut
18.66,8.62,32.81,25.94,92.46,6.29,216.68,coconut
4.5,9.16,31.94,26.29,89.12,5.47,294.44,coconut
1.35,3.76,33.89,25.39,85.29,7.93,290.78,coconut
1.76,7.37,31.67,24.96,89.84,5.32,194.9,coconut
10.9,4.19,28.64,26.18,88.48,7.12,235.4,coconut
2.76,2.14,28.56,27.35,87.04,6.51,167.26,coconut
16.12,2.2,31.41,25.93,91.75,7.84,165.12,coconut
7.53,9.48,27.63,30.02,93.09,5.28,145.23,coconut
13.97,5.17,34.59,25.79,92.44,6.44,107.56,coconut
15.8,8.92,30.86,29.32,86.65,6.48,164.61,coconut
17.6,7.6,33.3,28.08,87.72,7.76,165.94,coconut
4.67,1.25,33.67,29.09,94.66,7.34,236.14,coconut
4.37,2.71,31.41,25.98,93.98,6.29,174.74,coconut
1.59,9.51,31.45,27.49,92.8,7.54,223.8,coconut
1.92,3.75,30.56,29.02,87.81,5.62,223.89,coconut
1.29,0.19,29.21,25.06,87.98,7.39,237.09,coconut
18.72,5.42,30.84,28.51,93.31,5.95,136.7,coconut
14.45,1.81,33.93,25.76,94.12,5.72,262.9,coconut
4.53,3.89,30.86,27.52,85.91,6.88,286.13,coconut
4.31,3.0,29.95,26.26,91.07,5.61,260.14,coconut
19.72,7.6,33.95,25.73,86.29,7.45,189.07,coconut
8.38,3.14,33.42,26.93,92.78,5.09,163.19,coconut
14.39,9.21,32.44,25.08,90.66,7.21,193.38,coconut
6.93,2.65,27.06,29.48,90.17,5.48,139.29,coconut
0.97,9.07,32.91,25.11,94.47,6.33,158.74,coconut
12.79,6.91,31.89,24.98,92.92,5.18,190.19,coconut
17.06,0.72,29.34,26.34,89.26,5.38,172.3,coconut
14.91,3.34,33.79,28.36,92.6,7.87,210.66,coconut
13.7,3.2,31.77,27.74,90.06,5.24,258.21,coconut
6.53,7.45,28.48,29.32,88.91,6.21,136.33,coconut
10.3,1.97,33.0,27.02,85.77,6.12,118.34,coconut
14.8,2.76,30.09,27.7,94.63,6.8,235.43,coconut
9.9,2.26,28.55,29.11,91.47,6.48,194.65,coconut
13.55,8.41,27.97,29.62,87.45,5.92,287.75,coconut
10.79,6.19,29.76,28.15,85.81,5.58,158.9,coconut
11.16,1.92,33.26,29.69,90.99,7.16,153.07,coconut
4.25,7.88,29.47,27.59,92.33,7.65,183.1,coconut
1.49,5.1,32.06,27.71,93.89,6.36,128.28,coconut
4.3,8.35,34.11,25.73,86.26,7.37,184.18,coconut
10.15,4.87,31.51,26.92,87.51,5.73,118.09,coconut
2.75,10.16,27.46,25.55,85.7,7.47,254.92,coconut
3.82,3.96,32.09,25.82,85.22,7.13,202.98,coconut
13.41,8.52,31.31,25.15,88.24,6.56,148.43,coconut
3.47,1.83,28.57,27.16,85.62,6.4,233.29,coconut
19.21,10.02,27.56,29.34,86.79,6.24,248.36,coconut
6.95,5.97,31.62,26.18,92.58,7.65,266.43,coconut
8.39,0.98,33.91,29.16,90.08,7.36,231.0,coconut
4.33,4.65,32.52,28.81,87.42,6.33,242.22,coconut
0.06,7.14,33.97,29.32,87.0,7.65,172.29,coconut
10.48,6.11,34.16,29.38,87.34,5.11,157.2,coconut
9.96,2.05,29.25,28.28,88.46,5.71,120.78,coconut
104.48,34.63,29.53,23.21,61.66,6.88,212.7,coffee
103.49,29.89,33.61,23.47,62.19,6.35,149.18,coffee
108.86,38.21,29.09,23.51,58.97,6.48,203.98,coffee
106.37,34.35,33.59,26.82,60.96,6.98,176.59,coffee
96.2,34.18,35.98,27.77,58.29,6.19,167.44,coffee
106.96,38.12,32.77,26.08,67.2,7.01,186.8,coffee
97.45,35.67,40.54,27.72,59.64,6.04,212.76,coffee
110.44,37.05,34.47,24.46,69.96,5.87,225.15,coffee
108.65,33.26,29.52,23.85,63.01,5.63,199.87,coffee
104.84,34.41,35.05,27.4,65.96,6.35,224.16,coffee
100.03,33.2,36.97,23.55,61.62,5.8,243.9,coffee
101.25,39.43,32.16,22.91,63.02,5.91,212.97,coffee
100.58,32.87,29.28,24.12,67.15,6.89,170.69,coffee
105.06,31.3,33.32,25.96,60.48,5.94,204.45,coffee
99.84,39.53,29.79,23.66,61.96,6.88,236.27,coffee
97.01,30.88,38.42,25.45,67.23,5.79,177.19,coffee
98.77,38.06,28.99,26.87,58.92,6.3,202.04,coffee
97.81,30.71,33.4,23.72,63.09,5.97,213.25,coffee
99.53,33.79,32.48,23.06,60.96,6.29,238.79,coffee
104.46,29.38,36.55,27.57,64.93,6.01,254.1,coffee
98.27,40.74,34.09,26.21,66.02,6.02,216.17,coffee
103.38,33.01,38.62,26.33,60.08,6.54,235.63,coffee
98.28,34.93,36.29,27.58,62.87,6.64,221.67,coffee
104.22,36.95,32.02,22.88,63.92,6.18,221.56,coffee
100.08,39.69,30.97,23.34,59.6,6.55,234.11,coffee
103.68,30.93,36.57,26.56,66.42,6.65,182.95,coffee
98.72,28.71,32.33,22.72,63.91,5.91,164.59,coffee
98.77,39.36,37.16,23.18,67.78,6.09,199.52,coffee
104.75,31.2,37.23,23.95,59.1,5.97,232.89,coffee
99.29,35.92,30.03,22.71,65.42,6.96,150.85,coffee
107.04,32.47,32.4,27.48,62.92,6.31,211.53,coffee
104.0,32.87,31.05,26.97,64.17,6.94,219.93,coffee
107.04,32.54,37.54,22.26,65.57,6.72,240.29,coffee
107.73,38.39,37.6,26.54,69.26,6.77,182.94,coffee
107.67,34.2,27.58,27.01,62.12,5.81,220.22,coffee
100.31,28.77,35.92,24.42,63.56,6.07,182.92,coffee
102.65,31.92,29.35,27.58,61.79,6.68,204.85,coffee
104.54,29.48,31.32,22.88,66.75,5.54,241.07,coffee
106.89,35.51,30.54,24.25,60.32,6.15,177.16,coffee
106.48,30.82,33.09,22.81,63.25,6.66,237.88,coffee
95.36,37.4,29.74,24.06,64.96,6.96,203.75,coffee
104.65,30.17,38.12,25.13,66.69,5.89,165.3,coffee
105.93,28.88,29.93,26.14,69.43,7.01,208.63,coffee
105.91,36.27,29.55,23.5,70.13,6.1,224.13,coffee
98.53,36.3,33.68,24.82,67.98,6.82,226.41,coffee
96.16,31.01,28.81,23.55,69.52,5.78,162.57,coffee
96.61,36.01,35.64,23.2,62.33,6.74,245.47,coffee
98.34,37.39,39.16,23.11,65.42,5.65,228.85,coffee
99.14,32.87,38.26,23.54,61.22,5.8,200.39,coffee
101.59,35.43,28.76,24.5,57.73,6.43,166.94,coffee
99.73,37.75,35.64,22.66,66.45,5.76,171.08,coffee
101.41,33.14,33.27,26.11,60.16,6.05,235.44,coffee
98.7,36.43,35.5,26.84,68.75,6.87,173.75,coffee
109.81,29.66,32.97,24.48,70.3,6.46,188.87,coffee
103.29,35.35,30.09,23.06,69.15,6.0,212.2,coffee
100.86,28.19,38.72,24.25,61.43,6.87,175.74,coffee
108.32,37.49,36.94,23.52,60.66,6.95,250.82,coffee
99.17,39.83,37.15,25.42,63.89,6.21,231.09,coffee
100.7,35.06,28.56,21.77,58.53,6.36,177.01,coffee
97.06,30.15,35.25,25.94,61.03,6.56,242.97,coffee
103.47,28.26,29.27,25.57,62.79,5.97,243.56,coffee
108.63,31.53,35.6,22.26,64.1,6.32,191.69,coffee
96.99,35.93,31.83,27.27,65.55,6.22,203.04,coffee
102.34,28.48,28.58,27.62,59.36,6.08,184.44,coffee
100.45,39.16,30.15,23.55,61.67,6.01,226.67,coffee
97.81,35.94,37.56,25.87,67.88,5.7,222.33,coffee
100.02,37.38,38.73,25.75,68.01,5.86,181.48,coffee
103.21,30.0,35.72,23.53,64.7,6.42,216.92,coffee
102.23,38.89,36.81,23.51,62.48,6.67,197.9,coffee
100.17,30.69,38.34,22.51,68.25,6.88,234.59,coffee
99.46,33.33,30.15,24.0,64.53,6.59,188.47,coffee
109.62,29.79,37.58,28.16,60.12,6.64,230.97,coffee
101.45,28.46,38.05,26.67,59.43,6.6,238.35,coffee
96.03,33.41,33.81,25.23,65.45,6.15,229.28,coffee
98.39,38.3,39.22,27.38,66.06,6.1,189.79,coffee
100.65,33.6,35.05,28.02,59.53,5.78,161.43,coffee
96.65,35.67,30.55,26.72,66.31,6.66,189.71,coffee
94.56,30.99,33.66,26.83,66.98,6.8,162.44,coffee
97.72,34.56,37.8,23.57,60.79,5.49,200.7,coffee
103.33,34.59,35.27,27.91,69.78,6.55,245.0,coffee
95.95,36.25,29.24,24.21,67.55,5.57,172.02,coffee
100.89,32.62,28.14,23.86,60.71,6.15,241.4,coffee
95.56,37.28,29.04,24.97,69.77,5.84,168.1,coffee
96.37,28.59,38.78,24.6,63.28,6.67,249.31,coffee
107.32,35.14,32.12,24.68,68.53,6.27,215.9,coffee
99.88,37.99,32.11,25.11,66.96,6.5,210.34,coffee
108.07,40.18,40.19,26.51,68.28,6.01,164.12,coffee
106.07,29.92,36.71,27.85,65.67,5.54,198.55,coffee
108.06,40.08,33.46,26.02,60.42,5.93,218.01,coffee
100.42,31.98,34.05,27.06,58.04,5.92,168.64,coffee
96.91,37.9,28.75,26.1,65.02,5.87,243.06,coffee
106.09,38.83,40.24,27.71,69.3,6.67,208.77,coffee
96.08,28.12,28.45,26.2,67.2,5.48,228.61,coffee
108.41,37.91,27.57,24.43,66.05,5.61,214.15,coffee
96.19,36.51,28.41,27.5,65.34,6.11,206.08,coffee
97.87,37.84,32.1,25.27,65.69,5.56,233.0,coffee
